idioma,traduccion
¿Por qué está triste?,Why are you sad?
¿Por qué están tristes?,Why are you sad?
¿Por qué preguntaste?,Why did you ask?
¿Por qué llorabas?,Why did you cry?
¿Por qué lloraste?,Why did you cry?
¿Por qué mentiste?,Why did you lie?
¿Por qué corriste?,Why did you run?
¿Por qué hacerlo ahora?,Why do that now?
¿Por qué soñamos?,Why do we dream?
¿Por qué Tom está en la casa?,Why is Tom home?
¿Por qué está enfadado?,Why is he angry?
¿Por qué debería ir?,Why should I go?
A las mujeres les encanta eso.,Women love that.
¿Tú lo harías?,Would you do it?
Escribe una respuesta.,Write an answer.
Escriba una respuesta.,Write an answer.
Escriban una respuesta.,Write an answer.
Escribid una respuesta.,Write an answer.
Escribe algo.,Write something.
Anota eso.,Write that down.
Anote eso.,Write that down.
Anoten eso.,Write that down.
Anotad eso.,Write that down.
Anota esto.,Write this down.
Anote esto.,Write this down.
Anoten esto.,Write this down.
Anotad esto.,Write this down.
Escribe tu nombre.,Write your name.
Cantas todo el rato.,You always sing.
Eres una mujer.,You are a woman.
Eres mi héroe.,You are my hero.
Eres un travieso.,You are naughty.
Tú eres el más alto.,You are tallest.
Tú eres la más alta.,You are tallest.
Eres el más alto.,You are tallest.
Eres la más alta.,You are tallest.
Tú eres aquel.,You are the one.
Me traicionaste.,You betrayed me.
Nos traicionaste.,You betrayed us.
Nos engañaste.,You betrayed us.
Mejor que te escondas.,You better hide.
Puedes entrar.,You can come in.
Puedes irte a casa.,You can go home.
Puedes hacerlo.,You can make it.
Podéis hacerlo.,You can make it.
Puedes decírnoslo.,You can tell us.
Te lo merecías.,You deserved it.
El trabajo es tuyo.,You got the job.
Usted tiene cáncer.,You have cancer.
Tenés cáncer.,You have cancer.
Ustedes tienen cáncer.,You have cancer.
Tú conoces a la gente.,You know people.
Tú conoces gente.,You know people.
Ya conoces a la gente.,You know people.
Te gustan las manzanas.,You like apples.
Pareces triste.,You look gloomy.
Tienes cara de sueño.,You look sleepy.
Te ves fuerte.,You look strong.
Pareces estúpido.,You look stupid.
Pareces idiota.,You look stupid.
Pareces bobo.,You look stupid.
Pareces inseguro.,You look unsure.
¡Qué suertudo!,You lucky devil!
Me has alegrado el día.,You made my day.
Puedes irte a casa.,You may go home.
No debes mentir.,You mustn't lie.
Deberías descansar.,You should rest.
Deberían quedarse.,You should stay.
Tú dormías.,You were asleep.
Ustedes dormían.,You were asleep.
Fuiste engañado.,You were misled.
Mejor vete.,You'd better go.
Tú le alcanzarás.,You'll catch up.
Tú lo descubrirás.,You'll find out.
Te vas a perder.,You'll get lost.
Te perderás.,You'll get lost.
Me lo agradecerás.,You'll thank me.
Me lo vas a agradecer.,You'll thank me.
Sos un amigo.,You're a friend.
Eres un genio.,You're a genius.
Sos un genio.,You're a genius.
Eres un donnadie.,You're a nobody.
Tú eres una persona.,You're a person.
Eres un racista.,You're a racist.
Sos un machista.,You're a sexist.
Sos un adulto.,You're an adult.
¡Eres un ángel!,You're an angel!
¡Eres un ángel!,You're an angel.
Sos un ángel.,You're an angel.
Eres idiota.,You're an idiot.
Sos un idiota.,You're an idiot.
¡Eres un idiota!,You're an idiot.
¡Eres idiota!,You're an idiot.
Tú estás murmurando.,You're babbling.
Tú estás farfullando.,You're babbling.
Tú estás chismorreando.,You're babbling.
Eres decidido.,You're decisive.
Eres decidida.,You're decisive.
Estás soñando.,You're dreaming.
Eres ingenua.,You're gullible.
Ustedes son ingenuos.,You're gullible.
No tienes esperanza.,You're hopeless.
No tienes remedio.,You're hopeless.
Son inocentes.,You're innocent.
Usted es inocente.,You're innocent.
Eres inocente.,You're innocent.
Sos inocente.,You're innocent.
Eres como Tom.,You're like Tom.
Ahora eres mía.,You're mine now.
Ya eres mío.,You're mine now.
Ahora me perteneces.,You're mine now.
Ya te tengo.,You're mine now.
Tú eres mi hijo.,You're my child.
Eres mi enemigo.,You're my enemy.
Tú eres mi enemigo.,You're my enemy.
Eres mi enemiga.,You're my enemy.
Tú eres mi enemiga.,You're my enemy.
Usted es mi enemigo.,You're my enemy.
Usted es mi enemiga.,You're my enemy.
Es mi enemigo.,You're my enemy.
Es mi enemiga.,You're my enemy.
Son mis enemigos.,You're my enemy.
Son mis enemigas.,You're my enemy.
Ustedes son mis enemigos.,You're my enemy.
Ustedes son mis enemigas.,You're my enemy.
Sos mi enemigo.,You're my enemy.
Sos mi enemiga.,You're my enemy.
Vos sos mi enemigo.,You're my enemy.
Vos sos mi enemiga.,You're my enemy.
Sois mis enemigos.,You're my enemy.
Sois mis enemigas.,You're my enemy.
Vosotros sois mis enemigos.,You're my enemy.
Vosotras sois mis enemigas.,You're my enemy.
Usted es nuevo aquí.,You're new here.
No eres pobre.,You're not poor.
No estás enfermo.,You're not sick.
No estás enferma.,You're not sick.
Usted es de fiar.,You're reliable.
Eres nervioso.,You're restless.
Ahora está a salvo.,You're safe now.
Ahora estás a salvo.,You're safe now.
Ahora estáis a salvo.,You're safe now.
Ahora están a salvo.,You're safe now.
Estás tan cerca.,You're so close.
Eres muy ingenuo.,You're so naive.
Sos muy ingenuo.,You're so naive.
Estás estancado.,You're stalling.
Estás atascado.,You're stalling.
Eres la mejor.,You're the best.
Eres el mejor.,You're the best.
Sos el mejor.,You're the best.
Usted es la mejor.,You're the best.
Sos la mejor.,You're the best.
Usted es el mejor.,You're the best.
Son los mejores.,You're the best.
Tú eres el jefe.,You're the boss.
Llegas demasiado tarde.,You're too late.
Sos demasiado alto.,You're too tall.
Sos demasiado débil.,You're too weak.
Tienes correo.,You've got mail.
Se te acabó el tiempo.,Your time is up.
Se os acabó el tiempo.,Your time is up.
Se acabó tu tiempo.,Your time is up.
Cinco es menos que ocho.,5 is less than 8.
"Ella dijo ""mira"".","""Look,"" she said."
Los pájaros tienen alas.,A bird has wings.
Un pájaro tiene alas.,A bird has wings.
Hay un taxi esperando.,A cab is waiting.
Pasó un auto.,A car drove past.
Un trato es un trato.,A deal is a deal.
Un perro está ladrando.,A dog is barking.
Llegó un zorro.,A fox came along.
Un zorro se acercó.,A fox came along.
Una chica me llamó por teléfono.,A girl phoned me.
El león es fuerte.,A lion is strong.
Los accidentes pasan.,Accidents happen.
Los accidentes ocurren.,Accidents happen.
El aire es invisible.,Air is invisible.
Toda esperanza se había ido.,All hope is gone.
Todos los hombres deben morir.,All men must die.
¿Te estoy lastimando?,Am I hurting you?
¿De verdad estoy enferma?,Am I really sick?
Coge el teléfono.,Answer the phone.
Cualquier libro servirá.,Any book will do.
Todo el mundo lo sabe.,Anybody knows it.
Todos saben eso.,Anybody knows it.
Cualquiera puede hacerlo.,Anyone can do it.
Cualquier cosa vale.,Anything will do.
Aplica por escrito.,Apply in writing.
Aplique por escrito.,Apply in writing.
Apliquen por escrito.,Apply in writing.
¿Ellos son amigos?,Are they friends?
¿Son hermanas?,Are they sisters?
¿Son ésos para mí?,Are those for me?
¿Eres estadounidense?,Are you American?
¿Vos sos estadounidense?,Are you American?
¿Eres canadiense?,Are you Canadian?
¿Es usted japonés?,Are you Japanese?
¿Usted es japonés?,Are you Japanese?
¿Vosotros sois japoneses?,Are you Japanese?
¿Tú eres japonés?,Are you Japanese?
¿Sos japonés?,Are you Japanese?
¿Eres japonés?,Are you Japanese?
¿Tú eres médico?,Are you a doctor?
¿Es doctor?,Are you a doctor?
¿Eres golfista?,Are you a golfer?
¿Eres tú un abogado?,Are you a lawyer?
¿Eres abogado?,Are you a lawyer?
¿Sos cantante?,Are you a singer?
¿Eres cantante?,Are you a singer?
¿Eres mago?,Are you a wizard?
¿Estáis en casa?,Are you all home?
¿Os habéis perdido?,Are you all lost?
¿Están todos locos?,Are you all nuts?
¿Eres idiota?,Are you an idiot?
¿Te estás sonrojando?,Are you blushing?
¿Sois hermanos?,Are you brothers?
¿Son hermanos?,Are you brothers?
¿Son ustedes hermanos?,Are you brothers?
¿Estás ocupado ahora?,Are you busy now?
¿Estás bebiendo?,Are you drinking?
¿Estáis bebiendo?,Are you drinking?
¿Están bebiendo?,Are you drinking?
¿Está bebiendo?,Are you drinking?
¿Eres flexible?,Are you flexible?
¿Eres real?,Are you for real?
¿Estás libre ahora?,Are you free now?
¿Te estás congelando?,Are you freezing?
¿Estás en París?,Are you in Paris?
¿Están en París?,Are you in Paris?
¿Estáis en París?,Are you in Paris?
¿Estás allí?,Are you in there?
¿Estáis allí dentro?,Are you in there?
¿Están ahí dentro?,Are you in there?
¿Está usted ahí dentro?,Are you in there?
¿Eres nuevo aquí?,Are you new here?
¿Estás embarazada?,Are you pregnant?
¿Son estudiantes?,Are you students?
¿Sois estudiantes?,Are you students?
¿Estudias?,Are you studying?
¿Tú estudias?,Are you studying?
¿Están estudiando?,Are you studying?
¿Estás estudiando?,Are you studying?
¿Eres el jefe?,Are you the boss?
¿Es usted el jefe?,Are you the boss?
¿No eres feliz?,Aren't you happy?
¿No estás feliz?,Aren't you happy?
¿No estás listo?,Aren't you ready?
¿No estás cansada?,Aren't you tired?
¿No está cansado?,Aren't you tired?
¿No están cansados?,Aren't you tired?
Pregúntale a Tom cualquier cosa.,Ask Tom anything.
Pregúntale tú mismo a Tom.,Ask Tom yourself.
Pregúntale a ella su nombre.,Ask her her name.
Pregúntaselo.,Ask him about it.
Pregúntale sobre ello.,Ask him about it.
Pregúntale a él su nombre.,Ask him his name.
Pregúntate a ti mismo por qué.,Ask yourself why.
La Atlántida es real.,Atlantis is real.
¡Sea usted franco conmigo!,Be frank with me!
Sé más flexible.,Be more flexible.
A los osos le gusta la miel.,Bears like honey.
Los pájaros tienen alas.,Birds have wings.
Muerdete la lengua.,Bite your tongue.
Respira normal.,Breathe normally.
Respira de forma normal.,Breathe normally.
Respira tranquilo.,Breathe normally.
Dame la llave.,Bring me the key.
Cepíllese los dientes.,Brush your teeth.
Cepíllense los dientes.,Brush your teeth.
Cepíllate los dientes.,Brush your teeth.
Los negocios son lentos.,Business is slow.
Llame usted a un guardia.,Call a policeman.
Llama a un policía.,Call a policeman.
Llámame alguna vez.,Call me sometime.
Llama a tu padre.,Call your father.
¿Me permiten?,Can I be excused?
¿Puedo bailar aquí?,Can I dance here?
¿Puedo ir afuera?,Can I go outside?
¿Puedo salir?,Can I go outside?
¿Puedo ir a trabajar?,Can I go to work?
¿Puedo descansar un poco?,Can I rest a bit?
¿Puedo dormir aquí?,Can I sleep here?
¿Los conejos pueden nadar?,Can rabbits swim?
¿Podemos quedarnos aquí?,Can we stay here?
¿Podemos confiar en Tom?,Can we trust Tom?
¿Podés llamarlo?,Can you call him?
¿Puedes llamarlo?,Can you call him?
¿Puedes encontrarla?,Can you find her?
¿Puedes descubrirlo?,Can you find out?
¿Puedes reunirte con él?,Can you meet him?
¿Puedes demostrarlo?,Can you prove it?
¿Puedes correr rápido?,Can you run fast?
¿Puedes verlos?,Can you see them?
¿Puedes levantarte?,Can you stand up?
¿Te puedes levantar?,Can you stand up?
¿Podéis levantaros?,Can you stand up?
¿Os podéis levantar?,Can you stand up?
¿Puedes enseñarme?,Can you teach me?
Revisa tu carpeta de entrada.,Check your inbox.
Comprueba tu buzón.,Check your inbox.
Verifique su orden.,Check your order.
Las cerezas son rojas.,Cherries are red.
Elige sabiamente.,Choose carefully.
Elige con cuidado.,Choose carefully.
Limpia el espejo.,Clean the mirror.
Lávate las manos.,Clean your hands.
Cierra las persianas.,Close the blinds.
Cierra el cajón.,Close the drawer.
Cierra la ventana.,Close the window.
Cerrá la ventana.,Close the window.
Cierre sus libros.,Close your books.
Cierren sus libros.,Close your books.
Cerrá la boca.,Close your mouth.
Ven a ayudarme.,Come and help me.
Ven a echarme una mano.,Come and help me.
Ven y ayúdame.,Come and help me.
"Venga a ayudarnos, por favor.",Come and help us.
Ven y ayúdanos.,Come and help us.
Ven y únetenos.,Come and join us.
Vuelve a la casa a las seis.,Come home at six.
Ven a casa a las seis.,Come home at six.
Ven enseguida.,Come immediately.
"Vamos, despierta.","Come on, wake up."
Ven a sentarte con nosotros.,Come sit with us.
Ven a mi casa.,Come to my house.
Ahora ven conmigo.,Come with me now.
"Concéntrate, Tom.","Concentrate, Tom."
Consulte a un médico.,Consult a doctor.
Sigue cavando.,Continue digging.
Seguid trabajando.,Continue working.
¡Contrólate!,Control yourself!
¡Modérese usted!,Control yourself!
¡Controlate!,Control yourself!
¡Pará la mano!,Control yourself!
Contrólate.,Control yourself.
Cookie es mi perro.,Cookie is my dog.
¿Puedo ayudarte?,Could I help you?
Las vacas dan leche.,Cows supply milk.
Cruza el puente.,Cross the bridge.
Cruza la calle.,Cross the street.
Corta las papas.,Cut the potatoes.
¿Yo escribí eso?,Did I write that?
¿Spot también fue?,"Did Spot go, too?"
¿Tom te mordió?,Did Tom bite you?
¿Te llamó Tom?,Did Tom call you?
¿Le pegó Tom a Mary?,Did Tom hit Mary?
"¿Pagó Tom, también?","Did Tom pay, too?"
¿Vino alguien?,Did anybody come?
¿Ellos lo tenían?,Did they have it?
¿Dijeron cómo?,Did they say how?
¿Llamaste a Tom?,Did you call Tom?
¿Encontraste a Tom?,Did you find Tom?
¿Te divertiste?,Did you have fun?
¿La pasaste bien?,Did you have fun?
¿Tú mataste a Tom?,Did you kill Tom?
¿Conocías a Tom?,Did you know Tom?
¿Le conocíais?,Did you know him?
¿Le conocías?,Did you know him?
¿Te encontraste con ella?,Did you meet her?
¿Lo viste?,Did you see that?
¿Has visto eso?,Did you see that?
¿Viste eso?,Did you see that?
¿Ya has votado?,Did you vote yet?
¿Le advertiste a Tom?,Did you warn Tom?
La comida está servida.,Dinner is served.
¿Me tengo que dar una inyección?,Do I need a shot?
Hacelo como te dije.,Do as I tell you.
Hazlo como te digo.,Do as I tell you.
Haz como te dije.,Do as I told you.
Haz como gustes.,Do as you please.
No vengas aquí.,Do not come here.
¡No interfieras!,Do not interfere!
Hacé lo que Tom dice.,Do what Tom says.
Haz lo que quieras.,Do what you like.
Haz lo que te gusta.,Do what you like.
Haz lo que quieras.,Do what you want.
Haga lo que quiera.,Do what you want.
Haga lo que quiera.,Do what you will.
¿Lloras a menudo?,Do you cry often?
¿Seguido lloras?,Do you cry often?
¿Niegas eso?,Do you deny that?
¿Alguna vez descansas?,Do you ever rest?
¿Te sientes mal?,Do you feel sick?
¿Tienes una televisión?,Do you have a TV?
¿Tienes cerveza?,Do you have beer?
¿Tienes dinero?,Do you have cash?
¿Tenéis hijos?,Do you have kids?
¿Tienen hijos?,Do you have kids?
¿Tienes hijos?,Do you have kids?
¿Tienes arroz?,Do you have rice?
¿Tienen arroz?,Do you have rice?
¿Tú sabes eso?,Do you know that?
¿Los conoces?,Do you know them?
¿Les conocéis?,Do you know them?
¿Te gustan los insectos?,Do you like bugs?
¿Te gustan los bichos?,Do you like bugs?
¿Te gustan los perros?,Do you like dogs?
¿Le gustan los perros?,Do you like dogs?
¿Te gusta el pescado?,Do you like fish?
¿Te gusta el golf?,Do you like golf?
¿Te gusta la lluvia?,Do you like rain?
¿Te gusta la nieve?,Do you like snow?
¿Te gusta eso?,Do you like that?
¿Te gustan?,Do you like them?
¿Te gusta esto?,Do you like this?
¿Vives aquí?,Do you live here?
¿Usted vive aquí?,Do you live here?
¿Vivís aquí?,Do you live here?
¿Viven aquí?,Do you live here?
¿Ustedes viven aquí?,Do you live here?
¿Vive usted aquí?,Do you live here?
¿Necesitáis ayuda?,Do you need help?
¿Tienes una pistola?,Do you own a gun?
¿Juegas golf?,Do you play golf?
¿Juega usted golf?,Do you play golf?
¿Juegan golf?,Do you play golf?
¿Confías en Tom?,Do you trust Tom?
¿Quieres más?,Do you want more?
¿Querés sopa?,Do you want soup?
¿Que quieres qué?,Do you want that?
¿Quieres esto?,Do you want this?
Haz los deberes.,Do your homework.
Haz tu propio trabajo.,Do your own work.
¿Se ve mal?,Does it look bad?
¿Funciona ahora?,Does it work now?
No me preguntes por qué.,Don't ask me why.
No me preguntéis por qué.,Don't ask me why.
No seas bruto.,Don't be a brute.
No seas tonto.,Don't be foolish.
No estés nervioso.,Don't be nervous.
No estés tan desanimado.,Don't be so glum.
No estés tan desanimada.,Don't be so glum.
No vuelvas aquí.,Don't come again.
No me engañes.,Don't deceive me.
No me molestes.,Don't disturb me!
¡No me moleste!,Don't disturb me!
No me molestes.,Don't disturb me.
"No lo hagas, Tom.","Don't do it, Tom."
No bebáis eso.,Don't drink that.
No exageréis.,Don't exaggerate.
Que no te atrapen.,Don't get caught.
¡No vaya tan ligero!,Don't go so fast!
No te comas un cable.,Don't have a cow.
No me riñas.,Don't lecture me.
No me eches una reprimenda.,Don't lecture me.
